id,module,source,type,member,kind,static,signature,owner,runtime_features,profiles,environments,status,owner_beads,test_owner_beads,diagnostic_policies,tests,rule_id,notes
hxc-stdlib-api-v1:f44ca6c848884ced0f152fee2889a21d948de1d43a50d8943289d551911ac96d,Type,Type.hx,Type,createEnum,method,yes,"(e : Enum<createEnum.T>, constr : String, ?params : Null<Array<Dynamic>>) -> createEnum.T",runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:7e5b377c6606a230228f3ce39a3651ec2b1f394e375a77a3069d4ff201880858,Type,Type.hx,Type,createEnumIndex,method,yes,"(e : Enum<createEnumIndex.T>, index : Int, ?params : Null<Array<Dynamic>>) -> createEnumIndex.T",runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:3ee493b209f2389e1c5154d1cf857540e0edd13bbaf7511c094103a27dd7e9ab,Type,Type.hx,Type,createInstance,method,yes,"(cl : Class<createInstance.T>, args : Array<Dynamic>) -> createInstance.T",runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:ebc064e6ede8cdcd1df7a036f0718bfb23d963b5bc978d7a0d74259e9652f46d,Type,Type.hx,Type,enumConstructor,method,yes,(e : EnumValue) -> String,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:f2dad9d4320619fceda60184c43715240a16ace1563eef5fe9c3c312e5079432,Type,Type.hx,Type,enumEq,method,yes,"(a : enumEq.T, b : enumEq.T) -> Bool",runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:86719a3229bc43bfb05098431cc9659158a81535318059ef406f0cefebbeee18,Type,Type.hx,Type,enumIndex,method,yes,(e : EnumValue) -> Int,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:b0b6ac92abce9c3cc527908e2105a00e0839772f145df1e32bf8b9e0340f1e5b,Type,Type.hx,Type,enumParameters,method,yes,(e : EnumValue) -> Array<Dynamic>,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:0c23ab7bfa49dc694bcbd5dabc093c4f0792dbcce68568f594eaba71b06f2129,Type,Type.hx,Type,getClass,method,yes,(o : getClass.T) -> Null<Class<getClass.T>>,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:467be6be7dd80165021e0e516dec67a2c47186e2ab0457d395b599bf0c497673,Type,Type.hx,Type,getClassFields,method,yes,(c : Class<Dynamic>) -> Array<String>,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:7e8f7742678f59da0db5b876a4cd10454b18f5fca45eb85188f971bc9ab6e5d6,Type,Type.hx,Type,getClassName,method,yes,(c : Class<Dynamic>) -> String,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:453d5663020bef4c1baa2ed4527f6f6d69d0faffd1a501c739198088a49db764,Type,Type.hx,Type,getEnum,method,yes,(o : EnumValue) -> Null<Enum<Dynamic>>,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:c55c891ed8c77bd98203f3f55d48be7e8adeb9d7ac1bbe7ce880569fb261ae12,Type,Type.hx,Type,getEnumConstructs,method,yes,(e : Enum<Dynamic>) -> Array<String>,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:4df449a3903a8092877c926e3019822a1465b04b0d756b48ee4cf0d5e94bd722,Type,Type.hx,Type,getEnumName,method,yes,(e : Enum<Dynamic>) -> String,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:8a92301bdb253157b8f23cc01d725710549e2d79f8258b62e791cfa5d3ba669a,Type,Type.hx,Type,getInstanceFields,method,yes,(c : Class<Dynamic>) -> Array<String>,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:3dd13e10d79312e0c8bf64b87fc15ace3dd43c460b89817dd7b7ab62c72e1895,Type,Type.hx,Type,getSuperClass,method,yes,(c : Class<Dynamic>) -> Null<Class<Dynamic>>,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:13c256883b1b9f0bacd2184b5783a38952b93793bba5cf7299acce3f34b9e7e3,Type,Type.hx,Type,resolveClass,method,yes,(name : String) -> Null<Class<Dynamic>>,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:77ed76c9e3899023481945b06bf3c1b01f38bf1a1066fdd04547bca6eec862b7,Type,Type.hx,Type,resolveEnum,method,yes,(name : String) -> Null<Enum<Dynamic>>,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:062dc6b2945d96c4e3a5bb52b7a68b1b02e9c9836216f7001f4f8933ec6237a4,Type,Type.hx,Type,typeof,method,yes,(v : Dynamic) -> ValueType,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:bb1b879b6bbf0c764882a39fe7e278104a1a06072ae8c3cf86e2d687764ca284,Type,Type.hx,ValueType,<type>,enum,yes,ValueType,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:4a2ca3a234b922b08ffd57286580b77cf509f4de36dbbb7aa5aa6fd82be05bf7,Type,Type.hx,ValueType,TBool,enum-constructor,yes,ValueType,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:84d168cb69037075d97007a633dca649962f594b0630d1f79a516acc76d93c67,Type,Type.hx,ValueType,TClass,enum-constructor,yes,(c : Class<Dynamic>) -> ValueType,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:f69c97452e458bb534016519651d5122efbc30356cce48abb18528e820360876,Type,Type.hx,ValueType,TEnum,enum-constructor,yes,(e : Enum<Dynamic>) -> ValueType,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:78e2849746866076eec5fdedfd05dce930a42a345aec247f49f9c0f6300b1581,Type,Type.hx,ValueType,TFloat,enum-constructor,yes,ValueType,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:51b646e9a2030fbacb37e26d3aab86b80dc04464902b7c1f3a2144ac79d4e964,Type,Type.hx,ValueType,TFunction,enum-constructor,yes,ValueType,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:bb5acfafb14efc1dc95e84cbe0ab8d0c609640b23ebfa0c5634db5bd189f48c4,Type,Type.hx,ValueType,TInt,enum-constructor,yes,ValueType,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:89de494ffaba7999ec8d51b94f5ef962103a653342c5b493f0f7afba506cc01e,Type,Type.hx,ValueType,TNull,enum-constructor,yes,ValueType,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:afa71d25bfe7145010fe5acb66b8fd4ed4609b5d484bd0742c7b7a5e126ae9cf,Type,Type.hx,ValueType,TObject,enum-constructor,yes,ValueType,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:bb875244fb289c5728af2d970ab116ca031e1b6dcedc1c299c8f5bd3b5be849c,Type,Type.hx,ValueType,TUnknown,enum-constructor,yes,ValueType,runtime-slice,array|dynamic|gc|object|reflection,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T05,E5.T12,planned-unsupported|runtime-policy-after-implementation,,reflection-and-rtti,Whole-program reachability and static dispatch run first; only irreducibly dynamic metadata and graph operations may retain these slices.
hxc-stdlib-api-v1:a5d71bdbf44c6dba8a9d3a4c70a2d5d3fdf36c5a0060784daa2f91c9c7b5c47b,UInt,UInt.hx,UInt,<type>,abstract,yes,UInt,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E2.T01,E5.T12,planned-unsupported,,primitive-values,Primitive declarations and exact-width helpers remain compiler-owned and cannot select hxrt; individual admitted operations may be promoted by exact overrides.
hxc-stdlib-api-v1:a1c4f4a428c4c48e96734b584ece0951e606c9860c06e78a745337c015277eec,UInt,UInt.hx,UInt,from:Int,abstract-from-cast,yes,Int -> UInt,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E2.T01,E5.T12,planned-unsupported,,primitive-values,Primitive declarations and exact-width helpers remain compiler-owned and cannot select hxrt; individual admitted operations may be promoted by exact overrides.
hxc-stdlib-api-v1:64e9bc7cbc83d31887d257a4f5488673f79d9a0c2bd42a81eff4809ba24ed1dc,UInt,UInt.hx,UInt,to:Int,abstract-to-cast,yes,UInt -> Int,direct-compiler-lowering,,portable|metal,hosted|freestanding|wasi|emscripten,planned,E2.T01,E5.T12,planned-unsupported,,primitive-values,Primitive declarations and exact-width helpers remain compiler-owned and cannot select hxrt; individual admitted operations may be promoted by exact overrides.
hxc-stdlib-api-v1:e9d8d4407eca38d929d5100e9b3e05cf89c95259318cf46e53d8ba72a719dc97,UnicodeString,UnicodeString.hx,UnicodeString,<type>,abstract,yes,UnicodeString,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:ec8eaa288872a7e94f0ae96a08844d952af4e20e8efbe42c6c0c5071f572b0c7,UnicodeString,UnicodeString.hx,UnicodeString,charAt,forwarded-method,no,(index : Int) -> String,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:202838c1c7fa6cccce5bd596b9832e583812729f0370ff7dffdaf4e4576ef4c4,UnicodeString,UnicodeString.hx,UnicodeString,charCodeAt,forwarded-method,no,(index : Int) -> Null<Int>,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:c3f0d8d649bb38c7ff22e9c82017debeb8cb3eaf3055e5069b75f3bcdaaf9ba8,UnicodeString,UnicodeString.hx,UnicodeString,from:String,abstract-from-cast,yes,String -> UnicodeString,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:4e6b09b8416478868ce5cc78cb7d0eb81342fb6e5124c226062cfc6be014997d,UnicodeString,UnicodeString.hx,UnicodeString,indexOf,forwarded-method,no,"(str : String, ?startIndex : Null<Int>) -> Int",target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:2bc6949ce355651cfe9bff3eb4fae8c2beb72dbac952eff63163f25b6fe1df32,UnicodeString,UnicodeString.hx,UnicodeString,iterator,inline-method,no,() -> haxe.iterators.StringIteratorUnicode,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:f60261ee9d37031ec6c37a7ad7fc86b35c17dda2115cec4afb0dea9fc3393565,UnicodeString,UnicodeString.hx,UnicodeString,keyValueIterator,inline-method,no,() -> haxe.iterators.StringKeyValueIteratorUnicode,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:cf35615bcac846214120b4dcdc34b262636afea7aa25edfdbb94d41c1f7b74ef,UnicodeString,UnicodeString.hx,UnicodeString,lastIndexOf,forwarded-method,no,"(str : String, ?startIndex : Null<Int>) -> Int",target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:b5ae673587858666a2997065f942a6c389f685b3bcaaf717b55838f826c7d3e3,UnicodeString,UnicodeString.hx,UnicodeString,length,forwarded-field,no,Int,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:a8e9c99101ffecd706966bb7b1b6f056f0284702eb19034a4ea9b0c2cc193994,UnicodeString,UnicodeString.hx,UnicodeString,new,constructor,no,(string : String) -> UnicodeString,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:de13c1ccfd456de00a3c4abe1ab33dea22440b83c68a085d9537fc276a9cbf64,UnicodeString,UnicodeString.hx,UnicodeString,split,forwarded-method,no,(delimiter : String) -> Array<String>,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:0e789f1f901adc37a662d9f52020b40b0b92a158d39527257c4a06de3702d9d5,UnicodeString,UnicodeString.hx,UnicodeString,substr,forwarded-method,no,"(pos : Int, ?len : Null<Int>) -> String",target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:95979eee61d6fd0163c894c786b0c4ceff40b8c2a7737fa3e3cc7464d81be878,UnicodeString,UnicodeString.hx,UnicodeString,substring,forwarded-method,no,"(startIndex : Int, ?endIndex : Null<Int>) -> String",target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:a902f79b49d7c405f0901dfaa022428a4bb14a378106a7f4972498b3eabdeea0,UnicodeString,UnicodeString.hx,UnicodeString,to:String,abstract-to-cast,yes,UnicodeString -> String,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:6bd3afffb1d9621faceea4f3b85fcac1bda62c63df9755136f9860089ff5f2c5,UnicodeString,UnicodeString.hx,UnicodeString,toLowerCase,forwarded-method,no,() -> String,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:8682ba324d2b41ec9050eeb68b0370f1ae0ab7f3aaea67f82a31dc1296254e6c,UnicodeString,UnicodeString.hx,UnicodeString,toString,forwarded-method,no,() -> String,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:81c8401fc3db1ac834b371691602682750da2a4a0a08173d633b4d6c8cc9ecc1,UnicodeString,UnicodeString.hx,UnicodeString,toUpperCase,forwarded-method,no,() -> String,target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:8bf382337f5879b6a26495d6273e3b2333dc528bf9d1a0c29abda746af1686a4,UnicodeString,UnicodeString.hx,UnicodeString,validate,method,yes,"(b : haxe.io.Bytes, encoding : haxe.io.Encoding) -> Bool",target-source-override,alloc|string|unicode,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T02,E5.T12,planned-unsupported|runtime-policy-after-implementation,,strings-and-unicode,ADR 0004 scalar-indexed UTF-8 applies. ASCII/direct paths and compiler-built constants precede local helpers and narrow string or Unicode slices.
hxc-stdlib-api-v1:6d055ed1ecee4281645aac298d7e87e30e6beb02ad38e0f03a2c6b946cd3c8fe,Xml,Xml.hx,Xml,<type>,class,yes,Xml,direct-compiler-lowering,array|dynamic|reflection|string,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T06,E5.T12,planned-unsupported|runtime-policy-after-implementation,,serialization-and-xml,Pure parsing and printing stay compiler-lowered; reflection is retained only for source operations that cannot use generated typed schemas.
hxc-stdlib-api-v1:fd204b0918e5c34754a59b51633e4ab3ba1ff5d8393389f432d51e69dcb75b0b,Xml,Xml.hx,Xml,CData,field,yes,XmlType,direct-compiler-lowering,array|dynamic|reflection|string,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T06,E5.T12,planned-unsupported|runtime-policy-after-implementation,,serialization-and-xml,Pure parsing and printing stay compiler-lowered; reflection is retained only for source operations that cannot use generated typed schemas.
hxc-stdlib-api-v1:ff7f8e7b90cb196f02154181aea17d55f533d7ee5e01ea3eba3880bdd28d9cb5,Xml,Xml.hx,Xml,Comment,field,yes,XmlType,direct-compiler-lowering,array|dynamic|reflection|string,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T06,E5.T12,planned-unsupported|runtime-policy-after-implementation,,serialization-and-xml,Pure parsing and printing stay compiler-lowered; reflection is retained only for source operations that cannot use generated typed schemas.
hxc-stdlib-api-v1:1a5f2b7a835d4ad20403f8ed2e9ca9cf6f050677f04b13089c7c75112a873b0e,Xml,Xml.hx,Xml,DocType,field,yes,XmlType,direct-compiler-lowering,array|dynamic|reflection|string,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T06,E5.T12,planned-unsupported|runtime-policy-after-implementation,,serialization-and-xml,Pure parsing and printing stay compiler-lowered; reflection is retained only for source operations that cannot use generated typed schemas.
hxc-stdlib-api-v1:6d14736fb2eefad28f8e4a41ae383caef5238b4a33c8e8b26be606bf9c8dba57,Xml,Xml.hx,Xml,Document,field,yes,XmlType,direct-compiler-lowering,array|dynamic|reflection|string,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T06,E5.T12,planned-unsupported|runtime-policy-after-implementation,,serialization-and-xml,Pure parsing and printing stay compiler-lowered; reflection is retained only for source operations that cannot use generated typed schemas.
hxc-stdlib-api-v1:8f22470b3723e6efef6b6d24467c25e0e8f6c776cdb358d698ae9cf427a2f390,Xml,Xml.hx,Xml,Element,field,yes,XmlType,direct-compiler-lowering,array|dynamic|reflection|string,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T06,E5.T12,planned-unsupported|runtime-policy-after-implementation,,serialization-and-xml,Pure parsing and printing stay compiler-lowered; reflection is retained only for source operations that cannot use generated typed schemas.
hxc-stdlib-api-v1:231b2a7ec67808798b0cc3fe2f792c99dd7da4cfb90496b7218c65850672db8a,Xml,Xml.hx,Xml,PCData,field,yes,XmlType,direct-compiler-lowering,array|dynamic|reflection|string,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T06,E5.T12,planned-unsupported|runtime-policy-after-implementation,,serialization-and-xml,Pure parsing and printing stay compiler-lowered; reflection is retained only for source operations that cannot use generated typed schemas.
hxc-stdlib-api-v1:ca4d47458ae8031decb5c42c23b17e99f7e594e6cc56b74159afe1d38454837e,Xml,Xml.hx,Xml,ProcessingInstruction,field,yes,XmlType,direct-compiler-lowering,array|dynamic|reflection|string,portable|metal,hosted|freestanding|wasi|emscripten,planned,E5.T06,E5.T12,planned-unsupported|runtime-policy-after-implementation,,serialization-and-xml,Pure parsing and printing stay compiler-lowered; reflection is retained only for source operations that cannot use generated typed schemas.
